"","name","country_code","amount_raised","category_code","number_of_employees","founded_year"
"7992","Grooveshark","USA",1000,"games_video","113","2006"
"7994","Groovy Corp.","USA",3000,"network_hosting","12","2005"
"7996","groSolar","USA",2500,"cleantech","",""
"7999","GROU.PS","USA",2100,"web","10",""
"8004","Ground Truth","USA",7000,"mobile","","2008"
"8005","GroundedPower","USA",918,"cleantech","","2008"
"8007","GroundLink","USA",20000,"web","130","2004"
"8013","Groundwork Open Source","USA",26000,"network_hosting","","2004"
"8016","Group Commerce","USA",18000,"ecommerce","","2010"
"8026","NovaTract Surgical","USA",450,"biotech","",""
"8029","Groupe Adeuza","FRA",2880,"software","","1998"
"8031","Groupe IF Research","FRA",2184,"software","","2003"
"8034","Growth Oriented Development Software","PRT",64,"software","",""
"8042","Grouply","USA",2600,"network_hosting","6","2006"
"8043","GroupMe","USA",11450,"mobile","10","2010"
"8045","Groupon","USA",1137000,"web","3100","2008"
"8048","GroupPrice","USA",305,"software","6","2010"
"8050","Groupsite","USA",2000,"software","","2006"
"8051","GroupSpaces","GBR",1300,"web","11","2007"
"8052","GTRAN","USA",6000,"public_relations","",""
"8054","GroupSystems.com","USA",1000,"software","","1986"
"8069","GrubHub","USA",34100,"ecommerce","90","2004"
"8074","HarQen","USA",2718.177,"public_relations","","2007"
"8082","Gruvi","DNK",10,"games_video","4","2010"
"8086","Gryphon Networks","USA",7000,"software","","1995"
"8098","GT Nexus","USA",6000,"software","","1998"
"8099","GT Solar","USA",40000,"cleantech","","1994"
"8107","GTronix","USA",25500,"semiconductor","","2003"
"8108","gtrot","USA",1000,"web","5","2009"
"8112","Guangzhou Broad Vision Telecom","CHN",2200,"public_relations","",""
"8117","Guardian Analytics","USA",25750,"security","","2005"
"8121","GuardianEdge Technologies","USA",19500,"software","85","2002"
"8123","Guardium","USA",11800,"search","","2002"
"8125","GuardTime","SGP",8000,"software","16","2006"
"8134","Guerillapps","USA",500,"games_video","14","2010"
"8137","GuestCentric Systems","USA",5250,"software","","2006"
"8139","GuestSpan","USA",450,"software","10","2007"
"8158","GumGum","USA",3825,"advertising","15","2007"
"8165","Gunzoo","JPN",1150,"web","4",""
"8170","Guruji","IND",15000,"search","45","2006"
"8174","GutCheck","USA",2000,"other","6","2009"
"8176","Guvera","AUS",30000,"games_video","","2008"
"8184","Gydget","USA",1000,"web","","2007"
"8194","Gyros","USA",10400,"biotech","",""
"8195","Gyst","NGA",100,"search","12","2010"
"8202","H.BLOOM","USA",2200,"ecommerce","12","2010"
"8206","H2HCare","IRL",302,"software","","2000"
"8209","H2scan","USA",4000,"cleantech","",""
"8213","Habbo","FIN",8200,"games_video","69","2000"
"8217","Habit Industries","USA",15,"web","4","2007"
"8223","Hackruiter","USA",17,"other","2","2011"
"8233","Hakia","USA",21600,"search","",""
"8237","Halfpenny Technologies","USA",2600,"software","",""
"8242","Hallpass Media","CAN",2000,"games_video","23","2008"
"8243","HALO Maritime Defense Systems","USA",1000,"other","","2000"
"8248","Hana Biosciences","USA",1e+05,"biotech","",""
"8249","Halogen Network","USA",5000,"advertising","",""
"8252","HaloSource","USA",21500,"cleantech","",""
"8256","Halozyme Therapeutics","USA",63000,"biotech","",""
"8257","Halt Medical","USA",12000,"biotech","","2004"
"8258","HAM-IT","USA",340,"enterprise","7","2008"
"8259","Hamann Electronics","DNK",347,"hardware","","1926"
"8261","Handmark","USA",10000,"mobile","100","2000"
"8265","Hamilton Thorne","USA",2200,"biotech","","2002"
"8266","Hammerhead Systems","USA",48000,"hardware","","2002"
"8268","Handango","USA",60500,"mobile","",""
"8273","Handipoints","USA",800,"games_video","",""
"8274","Handmade Mobile Entertainment","GBR",9000,"software","","2003"
"8277","Hands-On Mobile","USA",30000,"mobile","","2001"
"8279","Handseeing Information","CHN",7320,"software","",""
"8289","Hanger Network In-Home Media","USA",18000,"advertising","",""
"8291","Hangout Industries","USA",12000,"web","",""
"8300","happier.com","USA",1000,"web","5","2008"
"8309","Hara","USA",45000,"cleantech","","2008"
"8311","HardMetrics","USA",2000,"software","","2003"
"8312","Harbor Payments","USA",40000,"software","","2000"
"8319","Hardcore Computer","USA",500,"other","","2006"
"8328","Harmony Information Systems","USA",35500,"software","","1998"
"8340","Harvest Automation","USA",5300,"other","","2009"
"8341","Harvest Power","USA",75500,"cleantech","","2008"
"8344","Harvest Trends","USA",1500,"consulting","1","2009"
"8345","Hashable","USA",4000,"network_hosting","","2010"
"8349","Hatchtech","AUS",2200,"biotech","",""
"8351","Hatsize","CAN",5000,"enterprise","","2000"
"8352","Hatteras Networks","USA",36000,"software","","2000"
"8353","Haute Secure","USA",2100,"security","","2006"
"8355","HauteLook","USA",41000,"ecommerce","200","2007"
"8357","HaveMyShift","USA",12,"web","3","2009"
"8383","HCL CleanTech","ISR",5500,"cleantech","","2007"
"8393","HeadCase Humanufacturing","USA",900,"software","","2006"
"8398","Headliner.fm","USA",750,"web","","2009"
"8400","HeadMix","USA",660,"software","","2007"
"8401","Headplay","USA",291.293,"games_video","","1998"
"8405","HeadSprout","USA",8256.751,"software","","1999"
"8413","Healionics ","USA",2600,"biotech","",""
"8415","Healogica","USA",890,"web","3","2007"
"8416","HealOr","ISR",7500,"biotech","",""
"8425","Health Guru","USA",3450,"games_video","12","2007"
"8427","Health Hero Network","USA",16000,"software","240","1988"
"8432","Health Market Science","USA",6100,"biotech","",""
"8434","Health Plan One","USA",6500,"web","",""
"8447","HealthCare.com","USA",6100,"web","35","2006"
"8449","HealthcareMagic","IND",2500,"web","12","2008"
"8450","HealthcareSource","USA",11200,"software","",""
"8451","HealthCentral","USA",50000,"web","",""
"8452","HealthDataInsights ","USA",13200,"software","",""
"8454","HealthEdge Software","USA",974.966,"software","",""
"8459","HealthFusion","USA",2092.196,"software","","1998"
"8461","HealthHiway","IND",4000,"enterprise","",""
"8464","HealthiNation","USA",12000,"web","","2005"
"8470","Healthline Networks","USA",49000,"search","","2002"
"8475","HealthMedia","USA",3000,"consulting","",""
"8484","HealthTap","USA",2350,"other","",""
"8490","Healthy Humans","USA",150,"other","",""
"8505","Heatwave Interactive","USA",10000,"games_video","","2008"
"8507","Heavy","USA",33000,"web","","1999"
"8528","Heliatek","DEU",27000,"cleantech","","2006"
"8531","Helicomm","USA",1000,"network_hosting","","2002"
"8532","Helicon Therapeutics","USA",50000,"web","",""
"8538","HelioVolt","USA",141000,"web","",""
"8539","Helium","USA",27000,"web","",""
"8540","Helix Therapeutics","USA",3100,"biotech","","2006"
"8544","HellHouse Media","USA",250,"other","8","2004"
"8546","Hello Chair","USA",889.999,"mobile","3",""
"8555","HelloWallet","USA",4150,"web","","2008"
"8558","Helmi Technologies","FIN",2500,"software","","2004"
"8565","Helpful Technologies","USA",27611.006,"cleantech","17","2008"
"8566","HelpHive","USA",250,"web","","2008"
"8571","Helpmycash","ESP",3860,"software","","2007"
"8572","Helpstream","USA",8600,"web","","2004"
"8573","Helveta","GBR",11280,"software","","2004"
"8574","HemaQuest","USA",12000,"biotech","",""
"8575","Hemarina","FRA",4790,"biotech","","2007"
"8576","Hematris Wound Care","DEU",3000,"biotech","",""
"8581","Henley-Putnam University","USA",4800,"other","",""
"8583","Hepa Wash","DEU",7360,"biotech","","2005"
"8585","Hepregen","USA",4000,"biotech","",""
"8587","Hibernater","SGP",50,"web","","2008"
"8600","Heroku","USA",13020,"enterprise","15",""
"8612","Hexaformer","SWE",4500,"cleantech","","2004"
"8614","HexaTech","USA",8900,"hardware","",""
"8616","HEXIO","USA",20,"other","1","2008"
"8619","Heysan","USA",875,"mobile","8","2007"
"8621","HeySpace","CHN",20000,"web","","2005"
"8626","Heyzap","USA",3665,"games_video","","2009"
"8628","hField Technologies","USA",70,"mobile","",""
"8633","Hi-Dis(Mosen)","KOR",5500,"public_relations","","2002"
"8634","Hi-G-Tek","USA",10000,"public_relations","",""
"8635","Hibernia Atlantic","IRL",13400,"public_relations","","2004"
"8637","Hi-Stor Technologies","FRA",3480,"software","","1997"
"8640","Hi-Tech Solutions","ISR",3000,"software","","1992"
"8641","hi5","USA",52000,"games_video","100","2003"
"8645","HID Global","USA",15,"enterprise","",""
"8646","HID Labs","USA",4500,"cleantech","",""
"8647","Hidden City Games","USA",15000,"other","","2004"
"8654","HubKick","USA",112.5,"software","5","2011"
"8658","High Density Networks","USA",1000,"network_hosting","",""
"8660","High Gear Media","USA",12000,"web","","2009"
"8668","High Throughput Genomics","USA",15700,"other","",""
"8670","High Tower Software","USA",1000,"security","","1999"
"8678","Highlighter","USA",400,"public_relations","","2010"
"8680","HighRoads","USA",17000,"software","","1999"
"8683","HighTower Advisors","USA",1e+05,"other","",""
"8684","Highwinds","USA",106800,"enterprise","",""
"8691","HiLo Tickets","USA",40,"ecommerce","2","2011"
"8700","Hingi","ISR",3400,"software","","2005"
"8706","HipChat","USA",100,"enterprise","3","2009"
"8709","HiperScan","DEU",656,"other","",""
"8710","HipGeo","USA",500,"mobile","3","2010"
"8711","HomeStars","CAN",400,"web","11",""
"8713","HipLogic ","USA",11500,"mobile","20","2005"
"8715","hipmunk","USA",5215,"web","10",""
"8722","Hire Reach","USA",401,"web","","2008"
"8723","HireAHelper","USA",150,"web","12","2006"
"8731","HireVue","USA",6000,"games_video","","2004"
"8732","HistoSonics","USA",11000,"biotech","","2009"
"8741","Histogen","USA",10000,"biotech","",""
"8742","Histogenics","USA",47400,"biotech","",""
"8744","HistoRx","USA",5760.546,"biotech","","2004"
"8745","HistoryFile","IND",6,"web","2","2008"
"8749","Hit Systems","USA",125,"enterprise","5","2008"
"8758","HitFix","USA",2099.173,"games_video","12","2007"
"8765","HItviews","USA",2285,"advertising","12","2007"
"8766","Hitwise","AUS",4200,"web","",""
"8772","HiveLive","USA",8950,"enterprise","",""
"8775","HiWired","USA",14000,"software","","2004"
"8811","Hollywood Interactive Group","USA",5000,"web","",""
"8822","Home Comfort Zones","USA",1250,"other","","2002"
"8831","Home-Account","USA",1000,"web","10","2008"
"8834","HomeAway","USA",503751.458,"ecommerce","","2005"
"8845","HomePipe Networks","USA",1315,"web","","2009"
"8854","HomeSpace","SGP",40,"public_relations","7","2007"
"8855","HomeSphere ","USA",2000,"software","40","1999"
"8871","HoneyApps","USA",1000,"security","5",""
"8872","Honeycomb Security Solutions","GBR",911,"software","","2003"
"8880","Hooja","USA",1250,"mobile","",""
"8883","Hooked Media Group","USA",1500,"games_video","","2008"
"8890","HootSuite","CAN",1900,"web","","2008"
"8894","HopeLab","USA",9000,"games_video","22","2001"
"8897","Hopscot.ch","USA",50,"other","4","2010"
"8899","hopscout","USA",1300,"ecommerce","15","2011"
"8903","Horizon Data Center Solutions","USA",7500,"consulting","","2007"
"8904","Horizon Discovery","GBR",10098,"biotech","","2007"
"8905","Horizon Fuel Cell Technologies","SGP",8000,"cleantech","",""
"8906","Horizon Pharma","USA",51050,"biotech","","2005"
"8909","Horizon Wind Energy","USA",318000,"cleantech","","1998"
"8912","Horse Creek Entertainment","SWE",697.792,"ecommerce","","1989"
"8914","Horticultural Asset Management","USA",3200,"other","",""
"8916","Host Analytics","USA",23650,"enterprise","","2000"
"8930","Hosting.com","USA",2000,"network_hosting","300",""
"8937","Hostway","USA",110000,"network_hosting","","1998"
"8940","Hot Potato","USA",1420,"software","5",""
"8947","HotClickVideo","USA",525,"software","10","2009"
"8951","HOTEL Top-Level Domain","DEU",2000,"ecommerce","3","2008"
"8952","Hydrelis","FRA",4640,"other","","2002"
"8956","Hotelicopter","USA",6000,"web","15","2006"
"8960","hotelsmap.com","ARE",5,"enterprise","4","2010"
"8966","Hotlist","USA",825,"web","9","2009"
"8967","HotPads","USA",2300,"web","11","2005"
"8972","Hotswap","USA",1000,"ecommerce","",""
"8981","House Party","USA",4650,"advertising","70","2005"
"8982","House Trip","GBR",2700,"web","25","2009"
"8999","Howcast","USA",11000,"games_video","","2008"
"9001","howsimple","USA",1100,"web","12","2008"
"9002","HowStuffWorks","USA",75000,"web","",""
"9026","HTG Molecular Diagnostics","USA",16200,"biotech","",""
"9038","hubbuzz.com","USA",750,"web","5","2007"
"9039","HubCast","USA",8100,"software","",""
"9044","HubPages","USA",8000,"web","12","2006"
"9045","Hubspan","USA",13000,"software","","2000"
"9046","HubSpot","USA",65500,"software","200","2006"
"9049","Huddle","GBR",14200,"enterprise","45","2006"
"9052","Hyperic","USA",9900,"software","","2004"
"9053","Huddler","USA",5750,"web","25","2007"
"9055","Hudson Media Ventures (Dynamo Player / TinyPass)","USA",325,"ecommerce","5","2010"
"9059","Huffington Post","USA",37000,"web","",""
"9065","Hughes Telematics","USA",7550.001,"mobile","","2007"
"9067","HuJe labs","PAK",25,"software","10","2006"
"9071","hulu","USA",1e+05,"public_relations","153","2007"
"9076","Human Monitoring","ISR",1000,"software","","2004"
"9085","Humble Bundle","USA",4480,"games_video","",""
"9086","Humedica","USA",50000,"software","",""
"9095","Hunch","USA",19200,"web","12","2007"
"9101","HUNT Mobile Ads","ARG",500,"mobile","20","2010"
"9110","Hurix Systems Private","IND",5100,"software","","2001"
"9114","Hurricane Party","USA",20,"mobile","6","2010"
"9116","Hutchison MediPharma","CHN",20200,"biotech","",""
"9124","HX Diagnostics","USA",7800,"biotech","",""
"9128","Hybrigenics","FRA",7320,"biotech","",""
"9132","Hycrete","USA",15000,"cleantech","",""
"9134","Hydra Biosciences","USA",22000,"biotech","",""
"9138","HydroPoint Data Systems","USA",32444.161,"cleantech","","2002"
"9141","Hyglos","DEU",8990,"biotech","",""
"9144","HylioSoft","FRA",50,"web","3","2004"
"9151","Hype Circle","USA",1000,"advertising","11","2007"
"9155","Hyper Urban Level User Sweden","SWE",336,"hardware","","2004"
"9157","Hyper9","USA",15200,"software","","2006"
"9159","HyperActive Technologies","USA",6500,"software","","2001"
"9171","Hyperformix","USA",11800,"software","",""
"9173","Hyperion Power Generation","USA",12900,"cleantech","",""
"9175","Hyperion Therapeutics","USA",128000,"biotech","","2006"
"9179","Hyperpia","USA",3000,"games_video","",""
"9180","Hyperpot","USA",550,"search","5","2008"
"9185","i-design Multimedia","GBR",1770,"software","","1991"
"9192","HyperWeek","CHE",290,"web","5","2009"
"9193","Hyphen 8","USA",100,"web","4",""
"9199","HyTrust","USA",16000,"enterprise","","2007"
"9203","I Am Advertising","USA",100,"advertising","7","2009"
"9208","I Love Rewards","CAN",24700,"enterprise","120","1995"
"9222","I-Mob Holdings","GBR",1110,"software","",""
"9240","I2C Technologies","USA",2250,"hardware","","2005"
"9242","I2IC Corporation","USA",620.75,"hardware","","2006"
"9246","i2we","USA",750,"web","","2007"
"9258","Iamba Networks","USA",8000,"public_relations","","2000"
"9270","ibeatyou","USA",1000,"games_video","",""
"9272","Ibelem","FRA",1630,"software","","2001"
"9277","Ibetor","ESP",6160,"hardware","","2009"
"9286","iBiz Software","USA",250,"consulting","50","2001"
"9300","IBS Software Services (P)","IND",60000,"software","","1997"
"9302","IBTgames","BGD",25,"games_video","11","2008"
"9304","iBuildApp","USA",50,"mobile","6","2009"
"9311","ICAgen","USA",5000,"biotech","","1992"
"9326","ice","USA",47000,"ecommerce","80","1999"
"9328","Ice Energy","USA",92000,"cleantech","60","2003"
"9331","IceBreaker","USA",7200,"mobile","50","2006"
"9332","Icelandic Glacial","USA",40000,"cleantech","",""
"9336","iCentera","USA",1500,"software","","2003"
"9338","Icera","GBR",207000,"mobile","260","2002"
"9339","IceRocket","USA",300,"search","","2004"
"9342","iCeutica","USA",1500,"biotech","",""
"9344","Simmersion Holdings","AUS",2642,"other","","2002"
"9348","iChange","USA",1830,"mobile","8","2008"
"9352","iCix International","USA",11774.68,"enterprise","",""
"9369","iConclude","USA",12500,"software","","2005"
"9370","iconDial","AUS",50,"public_relations","7","2008"
"9372","Iconic Therapeutics","USA",2500,"biotech","","2002"
"9380","iContact","USA",52850,"web","300","2003"
"9382","iControl Networks","USA",93500,"security","","2005"
"9386","iCopyright","USA",1290,"software","",""
"9394","iCreate Software","IND",3230,"software","","2006"
"9407","iCurrent","USA",3000,"web","","2006"
"9410","ID Analytics","USA",25150,"web","","2002"
"9414","ID Watchdog","USA",767.1,"security","","2005"
"9416","ID8-Mobile","USA",875,"mobile","",""
"9435","ideacts innovations","IND",5000,"software","",""
"9463","ideeli","USA",64800,"ecommerce","",""
"9466","Idenix Pharmaceuticals","USA",25000,"biotech","",""
"9467","IDENT Technology","DEU",338,"software","","2002"
"9468","IDENTEC GROUP","LIE",7500,"other","",""
"9469","Identica Holdings","USA",1220,"hardware","","2003"
"9470","Identification International","USA",1295,"security","",""
"9472","IdentiGEN","IRL",2490,"biotech","",""
"9475","Identity Engines","USA",21700,"public_relations","","2004"
"9479","IdenTrust","USA",20000,"software","","1999"
"9482","Identyx","USA",50,"software","5","2006"
"9487","Idera Pharmaceuticals","USA",4300,"biotech","","1989"
"9490","IDEV Technologies","USA",46000,"biotech","",""
"9499","Idhasoft","USA",30000,"enterprise","",""
"9500","idiag","CHE",3810,"biotech","","1993"
"9504","idio","GBR",250,"enterprise","14","2006"
"9508","Idiro","IRL",2000,"software","16","2004"
"9514","Idle Free Systems","USA",600,"cleantech","",""
"9519","Idooble","USA",400,"web","12",""
"9530","IDYIA Innovations","CAN",267.5,"network_hosting","","1972"
"9531","Idylis","FRA",5930,"software","","2008"
"9534","IEC Technology Co","THA",4510,"public_relations","","1999"
"9545","Ifbyphone","USA",17100,"public_relations","50","2005"
"9547","Ifeelgoods","USA",1500,"advertising","6","2010"
"9559","IForem","USA",5000,"network_hosting","",""
"9562","Ihaveu.com","CHN",11000,"ecommerce","",""
"9570","IGA Worldwide","USA",47000,"advertising","65","2005"
"9573","Igenica","USA",24000,"biotech","",""
"9578","IGLOO Software","CAN",4000,"software","50","2008"
"9580","iglue","HUN",1100,"other","","2007"
"9582","Ignighter","USA",4215,"web","","2008"
"9583","IgnitAd","ISR",4000,"advertising","",""
"9586","Ignite Media Solutions","USA",11900,"software","","2003"
"9597","iGroup Network","USA",2240,"web","","2006"
"9598","Illumitex","USA",28750,"hardware","","2005"
"9609","IIIMOBI","SGP",300,"web","17","2009"
"9610","iiMonde","USA",180,"ecommerce","1","2010"
"9622","IKANO Communications","USA",22500,"web","350","1999"
"9623","Ikanos","USA",42000,"enterprise","","2009"
"9625","IkerChem","ESP",380,"biotech","",""
"9630","IMImobile","IND",26000,"mobile","450","1999"
